consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_24.rt,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.67,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,413,413,413,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.598,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.334,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,414,414,414,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.778,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.33,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,415,415,415,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.592,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.495,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416,416,416,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.713,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.346,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,417,417,417,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.698,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.814,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,418,418,418,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.653,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.834,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,419,419,419,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.709,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.823,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,420,420,420,1,compass.png,tree.png,bell.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.635,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.382,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,421,421,421,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.775,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.431,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,422,422,422,1,tophat.png,tree.png,planet.png,4,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.737,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.584,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,423,423,423,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.624,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.593,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,424,424,424,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.59,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.388,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,425,425,425,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.693,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.635,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,426,426,426,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.581,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.636,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,427,427,427,1,north.png,watch.png,trident.png,3,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.57,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.628,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,428,428,428,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.68,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.367,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,429,429,429,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.698,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.322,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,430,430,430,1,snorkel.png,tree.png,planet.png,1,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.645,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.511,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,431,431,431,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.546,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f64647e17ef411eb0c20359,001,2023-08-12_19h04.44.609,study6,2022.2.5,Win32,144.5086705,5f64647e17ef411eb0c20359,64d6e2ce8cb7a97160018342,64d7c9799828311c5fec9ff5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.586,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
