consent1_next.keys,consent1_next.rt,consent1_next_2.keys,consent1_next_2.rt,key_resp_10.keys,key_resp_10.rt,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,trials,image_prac1,image_prac2,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,practice_answer.keys,practice_answer.corr,practice_answer.rt,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_loop.ran,key_resp_23.keys,key_resp_23.rt,key_resp_22.keys,key_resp_22.rt,key_resp_17.keys,key_resp_17.rt,key_resp_18.keys,key_resp_18.rt,key_resp_19.keys,key_resp_19.rt,key_resp_20.keys,key_resp_20.rt,instructions_get_right.thisRepN,instructions_get_right.thisTrialN,instructions_get_right.thisN,instructions_get_right.thisIndex,instructions_get_right.ran,key_resp_4.keys,key_resp_4.rt,click_action.keys,click_action.corr,click_action.rt,action_selection.thisRepN,action_selection.thisTrialN,action_selection.thisN,action_selection.thisIndex,action_selection.ran,click_action_2.keys,click_action_2.corr,click_action_2.rt,action_selection_two.thisRepN,action_selection_two.thisTrialN,action_selection_two.thisN,action_selection_two.thisIndex,action_selection_two.ran,resp4.keys,resp4_4.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,s1_image,s2_image,s3_image,action1,action2,resp4.rt,resp4_4.rt,key_resp_3.keys,key_resp_24.keys,key_resp_24.rt,key_resp_25.keys,key_resp_25.rt,key_resp_34.keys,key_resp_34.rt,PR_vs_SR.thisRepN,PR_vs_SR.thisTrialN,PR_vs_SR.thisN,PR_vs_SR.thisIndex,PR_vs_SR.ran,trial_num,r1,r1_num,r2,r2_num,r3,r3_num,r4,a1,a2,r5_num,corr_quiz_ans,type_trial_immediate_first,key_resp_8.keys,key_resp_29.keys,key_resp_29.rt,transition_reval_choice.keys,transition_reval_choice.rt,transition_revaluation_round.thisRepN,transition_revaluation_round.thisTrialN,transition_revaluation_round.thisN,transition_revaluation_round.thisIndex,transition_revaluation_round.ran
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0.4016,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5341,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,170,170,170,1,snorkel.png,watch.png,trident.png,1,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7004,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3565,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,171,171,171,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6011,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3205,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,172,172,172,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.5884,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.3904,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,a,0,173,173,173,1,compass.png,tree.png,planet.png,5,a,7.4161,0.8148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0.6711,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6176,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,174,174,174,1,train.png,tree.png,planet.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,0.634,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5107,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,175,175,175,1,tophat.png,watch.png,trident.png,4,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6266,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3505,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,176,176,176,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8539,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.4779,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,177,177,177,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1.0115,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.9883,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,178,178,178,1,train.png,watch.png,bell.png,2,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.8341,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.4695,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,179,179,179,1,hammer.png,fox.png,trident.png,7,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8676,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.411,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,180,180,180,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7345,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.6676,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,181,181,181,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8199,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.5094,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,182,182,182,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,1.1932,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.801,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,183,183,183,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7009,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3512,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,184,184,184,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0.7708,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6946,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185,185,185,1,north.png,tree.png,planet.png,3,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.6906,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.6896,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,186,186,186,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.7678,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,1,0.4178,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,187,187,187,1,compass.png,tree.png,planet.png,5,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,0.8248,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,0.3507,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5f280d1533b5cf085a06e2ad,001,2023-08-14_15h17.07.536,study6,2022.2.5,Win32,59.75500448,5f280d1533b5cf085a06e2ad,64da092c7a22c2da8d708e87,64da3744ea5d4274fad93dd0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,188,188,188,1,compass.png,watch.png,trident.png,5,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
